source_id,bp_rp,bp_g,g_rp
4626488301092340864,0.08778381,-0.07077026,0.15855408
4640227970191399424,0.59661293,-0.7724018,1.3690147
4653893040002306432,0.48402977,0.102334976,0.3816948
4681704263210424960,0.35575294,-0.030042648,0.3857956
4794480174438869632,0.6061001,0.12947845,0.47662163
5206772708159305600,0.32374096,-1.1441526,1.4678936
